Date,Open,High,Low,Close,Adj Close,Volume
2019-05-06,162.528595,169.508408,160.983093,167.015594,167.015594,2497483
2019-05-13,167.514206,167.514206,159.537292,163.027206,163.027206,1295030
2019-05-20,161.780807,166.517105,159.537292,164.522797,164.522797,1082919
2019-05-27,164.522797,168.511307,163.047104,165.021393,165.021393,1051732
2019-06-03,166.467194,167.015594,162.528595,165.021393,165.021393,478288
2019-06-10,166.965698,168.012695,162.827698,165.519897,165.519897,1257895
2019-06-17,166.467194,168.511307,163.525696,167.015594,167.015594,2527825
2019-06-24,168.261993,168.261993,160.793594,163.027206,163.027206,514470
2019-07-01,162.279297,164.522797,160.534393,162.528595,162.528595,2595918
2019-07-08,162.528595,163.266495,155.598694,157.044495,157.044495,775970
2019-07-15,157.293793,160.524399,157.543106,159.038696,159.038696,625344
2019-07-22,157.543106,158.540207,147.572006,151.061905,151.061905,1107373
2019-07-29,154.053207,157.543106,149.566193,150.064804,150.064804,968446
2019-08-05,150.064804,149.566193,139.595093,142.087906,142.087906,770047
2019-08-12,143.085007,145.577805,135.756302,138.099503,138.099503,512243
2019-08-19,139.096603,144.082108,136.863007,142.586395,142.586395,455665
2019-08-26,142.586395,143.533707,138.847305,141.090805,141.090805,348112
2019-09-02,141.090805,142.686203,136.603806,139.595093,139.595093,1147735
2019-09-09,140.093704,142.586395,134.076096,137.102402,137.102402,1725290
2019-09-16,137.102402,142.586395,135.217804,139.096603,139.096603,1889826
2019-09-23,139.096603,141.589294,136.603806,139.096603,139.096603,553214
2019-09-30,139.096603,141.589294,136.603806,139.096603,139.096603,831883
2019-10-07,139.096603,154.551697,137.600906,152.000000,152.000000,2319809
2019-10-14,151.500000,154.000000,146.050003,147.500000,147.500000,1152362
2019-10-21,147.500000,170.000000,145.500000,165.500000,165.500000,2048097
2019-10-28,165.500000,170.000000,163.149994,166.000000,166.000000,1224904
2019-11-04,165.500000,186.750000,163.824997,184.000000,184.000000,8637195
2019-11-11,182.500000,192.000000,179.600006,188.500000,188.500000,2749564
2019-11-18,188.500000,191.000000,172.779999,180.500000,180.500000,1488454
2019-11-25,180.500000,181.000000,177.000000,179.000000,179.000000,737386
2019-12-02,178.000000,183.000000,176.000000,180.500000,180.500000,42745680
2019-12-09,180.500000,185.000000,180.011002,183.500000,183.500000,1982037
2019-12-16,183.500000,184.000000,178.000000,180.000000,180.000000,4871009
2019-12-23,180.000000,187.699997,181.699997,186.000000,186.000000,1521050
2019-12-30,186.000000,198.000000,186.332993,194.500000,194.500000,6290602
2020-01-06,194.500000,197.000000,187.000000,189.000000,189.000000,2074732
2020-01-13,187.500000,190.000000,185.000000,188.500000,188.500000,1233669
2020-01-20,188.500000,190.000000,187.000000,188.500000,188.500000,606316
2020-01-27,188.500000,196.490005,187.820007,189.000000,189.000000,15102494
2020-02-03,189.000000,225.000000,189.000000,216.500000,216.500000,9704124
2020-02-10,217.000000,227.089996,211.000000,224.000000,224.000000,3450087
2020-02-17,224.000000,225.000000,217.000000,220.500000,220.500000,841069
2020-02-24,220.500000,222.699997,170.000000,178.000000,178.000000,7494035
2020-03-02,180.000000,195.000000,177.300003,182.500000,182.500000,2115347
2020-03-09,176.000000,180.000000,150.000000,154.000000,154.000000,5439959
2020-03-16,154.000000,154.744995,103.500000,129.500000,129.500000,4443384
2020-03-23,126.500000,152.199997,110.000000,145.000000,145.000000,6102832
2020-03-30,142.000000,154.500000,127.000000,145.000000,145.000000,2731242
2020-04-06,146.500000,168.000000,141.100006,164.000000,164.000000,1323200
2020-04-13,164.000000,182.000000,160.000000,180.000000,180.000000,2008205
2020-04-20,180.000000,186.000000,108.599998,174.500000,174.500000,4137674
2020-04-27,174.500000,184.000000,171.000000,183.500000,183.500000,2992107
2020-05-04,183.500000,199.695007,180.000000,196.500000,196.500000,4007996
2020-05-11,196.500000,222.949997,200.000000,219.500000,219.500000,9970191
2020-05-18,219.500000,251.500000,220.000000,245.000000,245.000000,5398962
2020-05-25,245.000000,250.000000,228.000000,230.000000,230.000000,2261234
2020-06-01,230.500000,254.500000,228.500000,254.000000,254.000000,2445545
2020-06-08,254.500000,292.634003,235.000000,240.000000,240.000000,6894657
2020-06-15,241.500000,285.500000,236.000000,248.000000,248.000000,3107707
2020-06-22,250.500000,260.000000,250.250000,255.000000,255.000000,1678957
2020-06-29,254.500000,287.000000,247.000000,284.500000,284.500000,3112441
2020-07-06,284.500000,314.000000,282.000000,310.500000,310.500000,5159119
2020-07-13,310.500000,339.500000,307.000000,334.000000,334.000000,4330284
2020-07-20,332.500000,335.000000,324.000000,326.000000,326.000000,3714708
2020-07-27,327.000000,351.500000,220.250000,345.000000,345.000000,5316040
2020-08-03,343.500000,379.000000,342.000000,350.000000,350.000000,5093475
2020-08-10,351.000000,355.000000,322.000000,323.000000,323.000000,2271724
2020-08-17,331.500000,353.000000,328.000000,340.000000,340.000000,1715082
2020-08-24,340.000000,375.000000,335.000000,358.000000,358.000000,5460621
2020-08-31,358.000000,377.000000,358.000000,370.000000,370.000000,3609510
2020-09-07,371.500000,390.000000,355.500000,388.500000,388.500000,4986411
2020-09-14,390.000000,423.000000,387.000000,403.000000,403.000000,7635211
2020-09-21,402.500000,405.000000,185.000000,394.000000,394.000000,5930042
2020-09-28,394.000000,398.000000,367.000000,372.000000,372.000000,5126532
2020-10-05,372.500000,406.000000,276.000000,392.000000,392.000000,9400103
