Date,Open,High,Low,Close,Adj Close,Volume
2020-10-12,395.000000,400.000000,364.000000,385.000000,385.000000,3836958
2020-10-19,384.500000,405.000000,383.000000,400.000000,400.000000,5109110
2020-10-26,399.500000,405.000000,370.000000,400.000000,400.000000,4360787
2020-11-02,398.000000,440.000000,393.000000,440.000000,440.000000,6030416
2020-11-09,455.000000,460.000000,420.000000,430.000000,430.000000,6096645
2020-11-16,428.500000,448.000000,425.000000,442.000000,442.000000,5055073
2020-11-23,445.000000,474.000000,443.000000,472.000000,472.000000,6256293
2020-11-30,472.000000,546.000000,460.000000,534.000000,534.000000,13314601
2020-12-07,538.000000,546.000000,508.000000,512.000000,512.000000,8037503
2020-12-14,516.000000,520.000000,491.000000,506.000000,506.000000,3441670
2020-12-21,508.000000,510.660004,470.070007,506.000000,506.000000,2183460
2020-12-28,506.000000,518.000000,496.412994,500.000000,500.000000,1507858
2021-01-04,504.000000,523.200012,490.000000,500.000000,500.000000,8096902
2021-01-11,508.000000,556.000000,500.000000,536.000000,536.000000,9490398
2021-01-18,548.000000,548.000000,504.000000,512.000000,512.000000,7306679
2021-01-25,516.000000,526.000000,483.000000,495.000000,495.000000,7467913
2021-02-01,494.000000,530.000000,491.000000,520.000000,520.000000,3361636
2021-02-08,518.000000,528.000000,506.000000,516.000000,516.000000,7084714
2021-02-15,518.000000,520.000000,500.000000,500.000000,500.000000,4345128
2021-02-22,500.000000,506.000000,405.000000,444.000000,444.000000,7232829
2021-03-01,452.000000,474.000000,419.000000,424.000000,424.000000,5946338
2021-03-08,428.000000,469.000000,419.000000,452.000000,452.000000,4160081
2021-03-15,454.000000,479.000000,441.000000,478.000000,478.000000,2622584
2021-03-22,479.000000,518.000000,447.000000,506.000000,506.000000,9358132
2021-03-29,510.000000,518.000000,491.000000,516.000000,516.000000,6414093
2021-04-05,516.000000,524.000000,515.000000,521.000000,521.000000,1289279
