Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,503.600006,547.400024,470.200012,499.600006,473.234924,31519959
2020-03-23,470.000000,519.400024,436.799988,518.799988,491.421692,25995097
2020-03-30,517.000000,564.200012,469.200012,477.799988,465.133942,21475354
2020-04-06,484.799988,530.599976,469.500000,522.000000,508.162231,14338864
2020-04-13,522.000000,546.200012,479.100006,488.000000,475.063538,16380453
2020-04-20,490.299988,497.700012,432.799988,432.899994,421.424194,17639996
2020-04-27,443.299988,503.200012,438.899994,455.500000,443.425079,18250724
2020-05-04,462.799988,472.600006,431.600006,449.600006,437.681488,15550319
2020-05-11,454.799988,464.799988,412.084991,425.000000,413.733612,19827838
2020-05-18,430.000000,456.799988,424.399994,455.299988,443.230377,15710458
2020-05-25,455.299988,474.200012,431.200012,463.399994,451.115662,23012937
2020-06-01,476.600006,537.000000,470.299988,531.000000,516.923645,22972687
2020-06-08,524.000000,582.400024,511.399994,573.000000,557.810303,18439839
2020-06-15,562.599976,589.599976,511.799988,586.000000,570.465637,18335400
2020-06-22,581.000000,591.000000,552.632019,562.000000,547.101868,15062528
2020-06-29,566.400024,588.000000,558.000000,574.000000,558.783752,13633085
2020-07-06,590.000000,590.000000,543.799988,558.799988,543.986694,13898123
2020-07-13,560.400024,567.400024,546.200012,554.599976,539.898010,11887735
2020-07-20,556.000000,572.599976,519.947998,544.599976,530.163147,20339770
2020-07-27,543.000000,545.799988,500.799988,531.000000,516.923645,15100353
2020-08-03,529.200012,609.909973,520.200012,590.200012,574.554321,20893215
2020-08-10,580.799988,633.799988,580.799988,610.200012,594.024170,14496491
2020-08-17,610.200012,617.200012,567.000000,578.200012,568.269104,8699937
2020-08-24,582.000000,597.799988,556.000000,559.400024,549.791992,10072669
2020-08-31,559.400024,561.400024,514.599976,521.000000,512.051514,16633004
2020-09-07,521.799988,553.044006,516.599976,524.200012,515.196594,16004951
2020-09-14,526.799988,536.599976,498.562012,498.700012,490.134552,18990768
2020-09-21,498.200012,552.200012,478.899994,552.200012,542.715698,16461163
2020-09-28,553.200012,564.599976,541.599976,558.400024,548.809204,19213157
2020-10-05,563.200012,571.200012,543.400024,569.200012,559.423706,19682805
2020-10-12,569.599976,605.000000,537.200012,544.000000,534.656494,18559777
2020-10-19,544.000000,548.000000,505.799988,512.400024,503.599274,9660875
2020-10-26,514.000000,536.000000,484.399994,510.000000,501.240479,12443564
2020-11-02,511.799988,564.200012,506.399994,540.000000,530.725220,9546690
2020-11-09,546.400024,611.200012,540.200012,591.200012,581.045837,22673002
2020-11-16,595.599976,660.400024,592.200012,635.000000,624.093506,17885744
2020-11-23,634.799988,672.599976,617.200012,650.000000,638.835876,13632605
2020-11-30,670.000000,686.599976,639.400024,678.599976,666.944641,14687141
2020-12-07,685.000000,687.599976,642.504028,652.799988,641.587769,17655801
2020-12-14,652.000000,689.599976,649.000000,678.000000,666.354980,23686776
2020-12-21,667.200012,688.400024,658.400024,681.400024,669.696594,5802549
2020-12-28,681.400024,707.179993,661.799988,680.400024,668.713806,3250456
2021-01-04,687.000000,710.000000,661.007996,681.200012,669.500000,8221998
2021-01-11,682.000000,685.000000,657.400024,678.000000,666.354980,8239813
2021-01-18,675.799988,738.000000,666.000000,715.000000,702.719482,15821569
2021-01-25,717.000000,909.000000,712.088013,812.599976,798.643127,41517247
2021-02-01,807.000000,814.400024,709.508972,723.599976,711.171753,14472969
2021-02-08,726.400024,769.400024,705.200012,763.400024,750.288208,11527754
2021-02-15,755.799988,783.200012,748.400024,750.000000,737.118347,11451227
2021-02-22,740.799988,781.000000,726.591003,751.000000,738.101135,11031747
2021-03-01,759.400024,784.599976,751.799988,760.000000,746.946594,8971738
2021-03-08,744.000000,838.400024,718.400024,816.200012,802.181335,13133338
2021-03-15,818.799988,827.799988,784.599976,796.200012,782.524841,9979277
2021-03-22,800.200012,805.599976,762.400024,772.799988,759.526733,6851814
2021-03-29,769.200012,797.200012,765.000000,771.000000,771.000000,5711759
2021-04-05,771.000000,800.799988,771.000000,793.599976,793.599976,1920699
